ind,Field_ID,FishEC_num,sampling_year,sampling_month,sampling_loc,seq_library,SL_mm,TL_mm,mass_g,juvenile,data_type,raw_reads,assem_reads,assem_pct,pheno_ID,final_ID,assign_k2,assign_k3,assign_k4,assign_k5,assign_k6
PBMC84,PBMC84,#N/A,2001,,Kigoma,lates01,NA,NA,NA,Y,GBS,2526589,2349586,93.00%,Juv,Lmic,X2,X3,X1,X5,X4
PBMC85,PBMC85,#N/A,2001,,Kigoma,lates01,NA,NA,NA,Y,GBS,2737896,2558781,93.50%,Juv,Lmic,X2,X3,X1,X5,X4
PBMC86,PBMC86,#N/A,2001,,Kigoma,lates01,NA,NA,NA,Y,GBS,2647080,2478357,93.60%,Juv,Lmic,X2,X3,X1,X5,X4
PBMC87,PBMC87,#N/A,2001,,Kigoma,lates01,NA,NA,NA,Y,GBS,2484930,2320556,93.40%,Juv,Lmic,X2,X3,X1,X5,X4
KAT04.GQI128,KAT_04,138802,2017,September,Kigoma,GQI128,326,376,320,N,RAD,1367897,1230423,89.95%,Lsta,Lsta,NA,NA,NA,NA,NA
KAT05.GQI128,KAT_05,138805,2017,September,Kigoma,GQI128,220,252,103,N,RAD,2836995,2548029,89.81%,Lsta,Lsta,X1,NA,NA,NA,NA
KAT06.GQI128,KAT_06,138806,2017,September,Kigoma,GQI128,184,210,62,N,RAD,1769031,1593023,90.05%,Lsta,Lsta,NA,NA,NA,NA,NA
KAT11.GQI128,KAT_11,138811,2017,September,Kigoma,GQI128,159,184,41,N,RAD,1918834,1720785,89.68%,Lsta,Lsta,NA,NA,NA,NA,NA
KAT12.GQI128,KAT_12,138812,2017,September,Kigoma,GQI128,230,263,120,N,RAD,909171,815564,89.70%,Lsta,Lsta,NA,NA,NA,NA,NA
KAT13.GQI128,KAT_13,138814,2017,September,Kigoma,GQI128,207,240,97,N,RAD,4296344,3880156,90.31%,Lsta,Lsta,X1,NA,NA,NA,NA
KAT14.GQI128,KAT_14,138815,2017,September,Kigoma,GQI128,248,285,166,N,RAD,1755781,1571087,89.48%,Lsta,Lsta,NA,NA,NA,NA,NA
KAT15.GQI128,KAT_15,138816,2017,September,Kigoma,GQI128,179,206,56,N,RAD,2600918,2336316,89.83%,Lsta,Lsta,NA,NA,NA,NA,NA
KAT16.GQI128,KAT_16,138817,2017,September,Kigoma,GQI128,231,264,159,N,RAD,1177453,1054679,89.57%,Lsta,Lsta,NA,NA,NA,NA,NA
KAT17.GQI128,KAT_17,138818,2017,September,Kigoma,GQI128,248,278,171,N,RAD,2657580,2388359,89.87%,Lsta,Lsta,NA,NA,NA,NA,NA
KAT18.GQI128,KAT_18,138819,2017,September,Kigoma,GQI128,266,303,184,N,RAD,448915,399678,89.03%,Lsta,Lsta,NA,NA,NA,NA,NA
KAT19.GQI128,KAT_19,138820,2017,September,Kigoma,GQI128,217,249,94,N,RAD,1563065,1400354,89.59%,Lsta,Lsta,NA,NA,NA,NA,NA
IKO59.GQI128,IKO_59,138920,2017,September,Ikola,GQI128,273,321,198,N,RAD,1636455,1469009,89.77%,Lsta,Lsta,X2,NA,NA,NA,NA
IKO60.GQI128,IKO_60,138921,2017,September,Ikola,GQI128,292,345,235,N,RAD,2117891,1898986,89.66%,Lsta,Lsta,X1,NA,NA,NA,NA
IKO61.GQI128,IKO_61,138922,2017,September,Ikola,GQI128,253,292,148,N,RAD,1304365,1156984,88.70%,Lsta,Lsta,NA,NA,NA,NA,NA
IKO62.GQI128,IKO_62,138923,2017,September,Ikola,GQI128,293,299,153,N,RAD,1003587,856096,85.30%,Lsta,Lsta,NA,NA,NA,NA,NA
IKO63.GQI133,IKO_63,138924,2017,September,Ikola,GQI133,112,124,14,Y,RAD,1719642,1533314,89.16%,Lsta,Lsta,X2,NA,NA,NA,NA
IKO64.GQI132,IKO_64,138925,2017,September,Ikola,GQI132,109,122,13,Y,RAD,2261848,2028905,89.70%,Lsta,Lsta,X2,NA,NA,NA,NA
IKO65.GQI128,IKO_65,138926,2017,September,Ikola,GQI128,117,132,18,Y,RAD,2870799,2572330,89.60%,Lsta,Lsta,X1,NA,NA,NA,NA
IKO66.GQI133,IKO_66,138927,2017,September,Ikola,GQI133,114,130,17,Y,RAD,2401630,2144853,89.31%,Lsta,Lsta,X1,NA,NA,NA,NA
IKO67.GQI132,IKO_67,138928,2017,September,Ikola,GQI132,114,127,18,Y,RAD,2350203,2118643,90.15%,Lsta,Lsta,X1,NA,NA,NA,NA
IKO68.GQI133,IKO_68,138929,2017,September,Ikola,GQI133,112,126,15,Y,RAD,2073348,1816554,87.61%,Lsta,Lsta,X1,NA,NA,NA,NA
IKO69.GQI133,IKO_69,138930,2017,September,Ikola,GQI133,109,124,14,Y,RAD,2681762,2399486,89.47%,Lsta,Lsta,X2,NA,NA,NA,NA
IKO70.GQI133,IKO_70,138931,2017,September,Ikola,GQI133,115,130,16,Y,RAD,1847130,1623216,87.88%,Lsta,Lsta,X2,NA,NA,NA,NA
IKO71.GQI132,IKO_71,138932,2017,September,Ikola,GQI132,116,132,17,Y,RAD,2046095,1837677,89.81%,Lsta,Lsta,X1,NA,NA,NA,NA
IKO72.GQI133,IKO_72,138933,2017,September,Ikola,GQI133,102,116,9,Y,RAD,2403531,2124630,88.40%,Lsta,Lsta,X1,NA,NA,NA,NA
IKO73.GQI132,IKO_73,138934,2017,September,Ikola,GQI132,116,131,17,Y,RAD,3214047,2884799,89.76%,Lsta,Lsta,X1,NA,NA,NA,NA
IKO74.GQI132,IKO_74,138935,2017,September,Ikola,GQI132,115,130,17,Y,RAD,1721552,1552053,90.15%,Lsta,Lsta,X2,NA,NA,NA,NA
IKO75.GQI132,IKO_75,138936,2017,September,Ikola,GQI132,100,113,10,Y,RAD,2224776,1998338,89.82%,Lsta,Lsta,X2,NA,NA,NA,NA
IKO76.GQI133,IKO_76,138937,2017,September,Ikola,GQI133,102,116,11,Y,RAD,2717559,2438376,89.73%,Lsta,Lsta,X2,NA,NA,NA,NA
IKO77.GQI133,IKO_77,138938,2017,September,Ikola,GQI133,101,114,10,Y,RAD,2297635,2051527,89.29%,Lsta,Lsta,X1,NA,NA,NA,NA
IKO78.GQI132,IKO_78,138939,2017,September,Ikola,GQI132,105,120,12,Y,RAD,2302897,2076597,90.17%,Lsta,Lsta,X2,NA,NA,NA,NA
IKO82.GQI128,IKO_82,138943,2017,September,Ikola,GQI128,224,255,111,N,RAD,4841111,4352674,89.91%,Lsta,Lsta,X2,NA,NA,NA,NA
IKO83.GQI128,IKO_83,138944,2017,September,Ikola,GQI128,246,283,138,N,RAD,355074,313918,88.41%,Lsta,Lsta,NA,NA,NA,NA,NA
IKO84.GQI128,IKO_84,138945,2017,September,Ikola,GQI128,228,261,111,N,RAD,2583550,2324858,89.99%,Lsta,Lsta,X2,NA,NA,NA,NA
IKO85.GQI128,IKO_85,138946,2017,September,Ikola,GQI128,231,262,116,N,RAD,3732130,3359819,90.02%,Lsta,Lsta,X2,NA,NA,NA,NA
IKO86.GQI128,IKO_86,138947,2017,September,Ikola,GQI128,201,230,84,N,RAD,3712682,3338081,89.91%,Lsta,Lsta,X2,NA,NA,NA,NA
IKO87.GQI128,IKO_87,138948,2017,September,Ikola,GQI128,225,260,115,N,RAD,1211410,1083241,89.42%,Lsta,Lsta,NA,NA,NA,NA,NA
IKO88.GQI128,IKO_88,138949,2017,September,Ikola,GQI128,203,237,89,N,RAD,1572131,1414348,89.96%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP90.GQI128,KIP_90,139059,2017,September,Kirando,GQI128,229,262,110,N,RAD,1006128,870136,86.48%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP91.GQI128,KIP_91,139060,2017,September,Kirando,GQI128,301,343,250,N,RAD,1766039,1559880,88.33%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP92.GQI128,KIP_92,139061,2017,September,Kirando,GQI128,231,269,114,N,RAD,2578525,2296304,89.05%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP93.GQI128,KIP_93,139062,2017,September,Kirando,GQI128,203,231,89,N,RAD,2332402,2058885,88.27%,Lsta,Lsta,X2,NA,NA,NA,NA
KIP94.GQI128,KIP_94,139063,2017,September,Kirando,GQI128,261,301,163,N,RAD,2189490,1959953,89.52%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP95.GQI128,KIP_95,139064,2017,September,Kirando,GQI128,178,208,63,N,RAD,3411836,2973406,87.15%,Lsta,Lsta,X2,NA,NA,NA,NA
KIP97.GQI128,KIP_97,139066,2017,September,Kirando,GQI128,219,255,98,N,RAD,3679800,3310104,89.95%,Lsta,Lsta,X2,NA,NA,NA,NA
KIP99.GQI132,KIP_99,139068,2017,September,Kirando,GQI132,207,230,85,N,RAD,2602745,2340307,89.92%,Lsta,Lsta,X2,NA,NA,NA,NA
KIP100.GQI128,KIP_100,139069,2017,September,Kirando,GQI128,213,244,99,N,RAD,910657,782660,85.94%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP101.GQI127,KIP_101,139070,2017,September,Kirando,GQI127,116,204,56,N,RAD,242898,211785,87.19%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP101.GQI128,KIP_101,139070,2017,September,Kirando,GQI128,116,204,56,N,RAD,366220,320363,87.48%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP101.GQI129,KIP_101,139070,2017,September,Kirando,GQI129,116,204,56,N,RAD,246657,213246,86.45%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP101.GQI130,KIP_101,139070,2017,September,Kirando,GQI130,116,204,56,N,RAD,185719,159831,86.06%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP101.GQI132,KIP_101,139070,2017,September,Kirando,GQI132,116,204,56,N,RAD,935595,846634,90.49%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP101.GQI133,KIP_101,139070,2017,September,Kirando,GQI133,116,204,56,N,RAD,1716512,1552977,90.47%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP102.GQI128,KIP_102,139071,2017,September,Kirando,GQI128,215,250,94,N,RAD,4508402,4039453,89.60%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP103.GQI128,KIP_103,139072,2017,September,Kirando,GQI128,204,240,86,N,RAD,2892991,2483127,85.83%,Lsta,Lsta,NA,NA,NA,NA,NA
KIP104.GQI128,KIP_104,139073,2017,September,Kirando,GQI128,220,251,97,N,RAD,1554777,1367122,87.93%,Lsta,Lsta,NA,NA,NA,NA,NA
KAS01.GQI132,KAS_01,139075,2017,September,Kasanga,GQI132,226,258,108,N,RAD,2250591,2039114,90.60%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS02.GQI132,KAS_02,139076,2017,September,Kasanga,GQI132,221,252,103,N,RAD,3061669,2760949,90.18%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS03.GQI132,KAS_03,139077,2017,September,Kasanga,GQI132,205,237,92,N,RAD,1843045,1665358,90.36%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS04.GQI128,KAS_04,139078,2017,September,Kasanga,GQI128,232,270,117,N,RAD,5111169,4469820,87.45%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS05.GQI128,KAS_05,139079,2017,September,Kasanga,GQI128,237,274,130,N,RAD,3526871,3168744,89.85%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS06.GQI132,KAS_06,139080,2017,September,Kasanga,GQI132,196,226,82,N,RAD,2917674,2636006,90.35%,Lsta,Lsta,X1,NA,NA,NA,NA
KAS07.GQI132,KAS_07,139081,2017,September,Kasanga,GQI132,232,265,114,N,RAD,3709972,3350128,90.30%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS08.GQI128,KAS_08,139082,2017,September,Kasanga,GQI128,231,261,118,N,RAD,1499406,1346041,89.77%,Lsta,Lsta,NA,NA,NA,NA,NA
KAS09.GQI128,KAS_09,139083,2017,September,Kasanga,GQI128,220,250,108,N,RAD,2311225,2070294,89.58%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS10.GQI128,KAS_10,139084,2017,September,Kasanga,GQI128,201,234,87,N,RAD,2915896,2622334,89.93%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS11.GQI132,KAS_11,139085,2017,September,Kasanga,GQI132,215,250,99,N,RAD,1661256,1503708,90.52%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS12.GQI128,KAS_12,139086,2017,September,Kasanga,GQI128,240,281,141,N,RAD,3220325,2876964,89.34%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS13.GQI128,KAS_13,139087,2017,September,Kasanga,GQI128,211,242,88,N,RAD,3329176,2982229,89.58%,Lsta,Lsta,X1,NA,NA,NA,NA
KAS14.GQI128,KAS_14,139088,2017,September,Kasanga,GQI128,212,250,104,N,RAD,3013372,2709651,89.92%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS15.GQI128,KAS_15,139089,2017,September,Kasanga,GQI128,220,253,101,N,RAD,1752855,1576061,89.91%,Lsta,Lsta,NA,NA,NA,NA,NA
KAS16.GQI128,KAS_16,139090,2017,September,Kasanga,GQI128,206,232,94,N,RAD,2165956,1933493,89.27%,Lsta,Lsta,NA,NA,NA,NA,NA
KAS17.GQI132,KAS_17,139091,2017,September,Kasanga,GQI132,225,260,111,N,RAD,2164898,1958244,90.45%,Lsta,Lsta,X1,NA,NA,NA,NA
KAS18.GQI132,KAS_18,139092,2017,September,Kasanga,GQI132,192,224,79,N,RAD,3424427,3087981,90.18%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS19.GQI128,KAS_19,139093,2017,September,Kasanga,GQI128,205,241,90,N,RAD,2425192,2162323,89.16%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS20.GQI132,KAS_20,139094,2017,September,Kasanga,GQI132,197,232,88,N,RAD,1506849,1361846,90.38%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS21.GQI128,KAS_21,139095,2017,September,Kasanga,GQI128,195,225,79,N,RAD,2483888,2231761,89.85%,Lsta,Lsta,X1,NA,NA,NA,NA
KAS22.GQI132,KAS_22,139096,2017,September,Kasanga,GQI132,185,212,67,N,RAD,1202312,1089149,90.59%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS23.GQI132,KAS_23,139097,2017,September,Kasanga,GQI132,186,221,76,N,RAD,2406484,2167996,90.09%,Lsta,Lsta,X2,NA,NA,NA,NA
KAS53.GQI132,KAS_53,139127,2017,September,Kasanga,GQI132,183,211,64,N,RAD,4421620,3987165,90.17%,Lsta,Lsta,X2,NA,NA,NA,NA
KAG04.GQI128,KAG_04,139167,2017,September,Kagunga,GQI128,269,303,172,N,RAD,3555491,3201002,90.03%,Lsta,Lsta,X1,NA,NA,NA,NA
KAG06.GQI132,KAG_06,139169,2017,September,Kagunga,GQI132,213,247,99,N,RAD,2614481,2362920,90.38%,Lsta,Lsta,X2,NA,NA,NA,NA
KAG05.GQI133,KAG_05,139168,2017,September,Kagunga,GQI133,211,241,87,N,RAD,3605881,3215164,89.16%,Lsta,Lsta,X1,NA,NA,NA,NA
KAG07.GQI132,KAG_07,139170,2017,September,Kagunga,GQI132,230,262,115,N,RAD,4562310,4122028,90.35%,Lsta,Lsta,X1,NA,NA,NA,NA
KAG08.GQI132,KAG_08,139171,2017,September,Kagunga,GQI132,223,260,101,N,RAD,3019179,2725880,90.29%,Lsta,Lsta,X1,NA,NA,NA,NA
KAG09.GQI132,KAG_09,139172,2017,September,Kagunga,GQI132,230,261,124,N,RAD,1641057,1488728,90.72%,Lsta,Lsta,X2,NA,NA,NA,NA
KAG11.GQI128,KAG_11,139174,2017,September,Kagunga,GQI128,223,257,108,N,RAD,2010870,1811687,90.09%,Lsta,Lsta,NA,NA,NA,NA,NA
KAG12.GQI128,KAG_12,139175,2017,September,Kagunga,GQI128,233,262,111,N,RAD,2658452,2395273,90.10%,Lsta,Lsta,NA,NA,NA,NA,NA
KAG13.GQI132,KAG_13,139176,2017,September,Kagunga,GQI132,220,250,97,N,RAD,2584591,2339244,90.51%,Lsta,Lsta,NA,NA,NA,NA,NA
KAG14.GQI128,KAG_14,139177,2017,September,Kagunga,GQI128,228,262,123,N,RAD,1691096,1518152,89.77%,Lsta,Lsta,NA,NA,NA,NA,NA
KAG15.GQI128,KAG_15,139178,2017,September,Kagunga,GQI128,235,271,132,N,RAD,1757157,1551017,88.27%,Lsta,Lsta,NA,NA,NA,NA,NA
KAG16.GQI132,KAG_16,139179,2017,September,Kagunga,GQI132,256,252,110,N,RAD,3791784,3409433,89.92%,Lsta,Lsta,X1,NA,NA,NA,NA
KAG17.GQI128,KAG_17,139180,2017,September,Kagunga,GQI128,250,285,139,N,RAD,1612908,1449263,89.85%,Lsta,Lsta,NA,NA,NA,NA,NA
KAG18.GQI128,KAG_18,139181,2017,September,Kagunga,GQI128,219,250,106,N,RAD,2400800,2162306,90.07%,Lsta,Lsta,NA,NA,NA,NA,NA
KAG19.GQI132,KAG_19,139182,2017,September,Kagunga,GQI132,240,270,114,N,RAD,2213857,2000268,90.35%,Lsta,Lsta,X1,NA,NA,NA,NA
KAG20.GQI132,KAG_20,139183,2017,September,Kagunga,GQI132,243,273,124,N,RAD,2913969,2629667,90.24%,Lsta,Lsta,X1,NA,NA,NA,NA
KAG20.GQI133,KAG_20,139183,2017,September,Kagunga,GQI133,243,273,124,N,RAD,2245970,2027629,90.28%,Lsta,Lsta,NA,NA,NA,NA,NA
KAG21.GQI132,KAG_21,139184,2017,September,Kagunga,GQI132,235,270,130,N,RAD,1686707,1523275,90.31%,Lsta,Lsta,NA,NA,NA,NA,NA
KAG22.GQI132,KAG_22,139185,2017,September,Kagunga,GQI132,208,243,87,N,RAD,2001467,1813537,90.61%,Lsta,Lsta,X1,NA,NA,NA,NA
KAG22.GQI133,KAG_22,139185,2017,September,Kagunga,GQI133,208,243,87,N,RAD,2610980,2331797,89.31%,Lsta,Lsta,X1,NA,NA,NA,NA
KAG23.GQI128,KAG_23,139186,2017,September,Kagunga,GQI128,192,223,74,N,RAD,2291728,2057047,89.76%,Lsta,Lsta,X2,NA,NA,NA,NA
KAG24.GQI128,KAG_24,139187,2017,September,Kagunga,GQI128,217,253,100,N,RAD,3065135,2759205,90.02%,Lsta,Lsta,X1,NA,NA,NA,NA
KAG26.GQI128,KAG_26,139189,2017,September,Kagunga,GQI128,213,241,93,N,RAD,1680942,1515247,90.14%,Lsta,Lsta,NA,NA,NA,NA,NA
KAG27.GQI128,KAG_27,139190,2017,September,Kagunga,GQI128,233,272,143,N,RAD,1018015,916790,90.06%,Lsta,Lsta,NA,NA,NA,NA,NA
KAG28.GQI128,KAG_28,139191,2017,September,Kagunga,GQI128,216,252,104,N,RAD,1734326,1560463,89.98%,Lsta,Lsta,X1,NA,NA,NA,NA